Team,#,Pos.,Player,Alias,HAS_PLAYED,Club,League,CountryCode
Senegal,9,FW,DIOUFMame,M. DIOUF,TRUE,Stoke City FC,Premier League,ENG
Senegal,10,FW,MANE Sadio,S. Mané,TRUE,Liverpool FC,Premier League,ENG
Senegal,12,DF,SABALY Youssouf,SABALY,TRUE,FC Girondins Bordeaux,Ligue 1,FRA
Senegal,14,FW,KONATE Moussa,KONATÉ,TRUE,Amiens SC,Ligue 1,FRA
Senegal,19,FW,NIANG Mbaye,NIANG,TRUE,Torino FC,Serie A,ITA
Senegal,22,DF,WAGUE Moussa,WAGUÉ,TRUE,KAS Eupen,First Division A,BEL
Senegal,1,GK,DIALLO Abdoulaye,DIALLO,FALSE,Stade Rennais FC,Ligue 1,FRA
Senegal,2,DF,Adama Mbengue,MBENGUE,FALSE,Stade Malherbe Caen,Ligue 1,FRA
Senegal,4,DF,MBODJI Kara,MBODJI,FALSE,RSC Anderlecht,First Division A,BEL
Senegal,5,MF,GUEYE Idrissa Gana,I. GUEYE,TRUE,Everton FC,Premier League,ENG
Senegal,7,FW,SOW Moussa,SOW,FALSE,Bursaspor,Süper Lig,TUR
Senegal,11,MF,NDOYE Cheikh,N'DOYE,TRUE,Birmingham City FC,Championship,ENG
Senegal,13,MF,NDIAYE Alfred,A. N'DIAYE,TRUE,Wolverhampton Wanderers FC,Championship,ENG
Senegal,15,FW,SAKHO Diafra,SAKHO,TRUE,Stade Rennais FC,Ligue 1,FRA
Senegal,16,GK,NDIAYE Khadim,K. N'DIAYE,TRUE,Horoya AC,Guinée Championnat National,GUI
Senegal,17,MF,NDIAYE Pape Alioune,P.A. N'DIAYE,FALSE,Stoke City FC,Premier League,ENG
Senegal,18,FW,SARR Ismaila,SARR,TRUE,Stade Rennais FC,Ligue 1,FRA
Senegal,20,FW,BALDE Keita,BALDE,TRUE,AS Monaco,Ligue 1,FRA
Senegal,21,DF,GASSAMA Lamine,GASSAMA,TRUE,Adanaspor,Süper Lig,TUR
Senegal,23,GK,GOMIS Alfred,GOMIS,FALSE,SPAL Ferrara,Serie A,ITA
Serbia,1,GK,STOJKOVIC Vladimir,STOJKOVIC,TRUE,FK Partizan,SuperLiga,SRB
Serbia,2,DF,RUKAVINA Antonio,RUKAVINA,TRUE,Villarreal CF,Primera Division,ESP
Serbia,3,DF,TOSIC Dusko,D. TOSIC,TRUE,Besiktas JK,Süper Lig,TUR
Serbia,4,MF,MILIVOJEVIC Luka,MILIVOJEVIC,TRUE,Crystal Palace FC,Premier League,ENG
Serbia,5,DF,SPAJIC Uros,SPAJlC,FALSE,RSC Anderlecht,First Division A,BEL
Serbia,6,DF,IVANOVIC Branislav,IVANOVIC,TRUE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Serbia,7,MF,ZIVKOVIC Andrija,ZIVKOVIC,TRUE,SL Benfica,Primeira Liga,POR
Serbia,8,FW,PRIJOVIC Aleksandar,PRIJOVIC,TRUE,PAOK FC,Super League,GRE
Serbia,9,FW,MITROVIC Aleksandar,MITROVIC,TRUE,Fulham FC,Championship,ENG
Serbia,10,MF,TADIC Dusan,TADIC,TRUE,Southampton FC,Premier League,ENG
Serbia,11,DF,KOLAROV Aleksandar,KOLAROV,TRUE,AS Roma,Serie A,ITA
Serbia,12,GK,RAJKOVIC Predrag,RAJKOVIC,FALSE,Maccabi Tel-Aviv FC,Israeli Premier League,ISR
Sweden,10,MF,FORSBERG Emil,FORSBERG,TRUE,RB Leipzig,Bundesliga,GER
Serbia,14,DF,RODIC Milan,RODIC,FALSE,FK Crvena Zvezda,SuperLiga,SRB
Serbia,15,DF,MILENKOVIC Nikola,MILENKOVIC,TRUE,ACF Fiorentina,Serie A,ITA
Serbia,16,MF,GRUJIC Marko,GRUJlC,FALSE,Cardiff City FC,Championship,WAL
Denmark,8,MF,DELANEY Thomas,DELANEY,TRUE,SV Werder Bremen,Bundesliga,GER
Serbia,18,FW,RADONJIC Nemanja,RADONJIC,TRUE,FK Crvena Zvezda,SuperLiga,SRB
Serbia,13,DF,VELJKOVIC Milos,VELJKOVIC,TRUE,SV Werder Bremen,Bundesliga,GER
Serbia,20,MF,MILINKOVIC-SAVIC Sergej,SERGEJ,TRUE,SS Lazio,Serie A,ITA
Serbia,21,MF,MATIC Nemanja,MATIC,TRUE,Manchester United FC,Premier League,ENG
Serbia,22,MF,LJAJIĆ  Adem,LJAJIC,TRUE,Torino FC,Serie A,ITA
Serbia,23,GK,DMITROVIC Marko,DMITROVlC,FALSE,SD Eibar,Primera Division,ESP
Spain,1,GK,DE GEA David,DE GEA,TRUE,Manchester United FC,Premier League,ENG
Spain,2,DF,CARVAJAL Dani,CARVAJAL,TRUE,Real Madrid CF,Primera Division,ESP
Spain,3,DF,PIQUE Gerard,PIQUÉ,TRUE,FC Barcelona,Primera Division,ESP
Spain,4,DF,NACHO,NACHO,TRUE,Real Madrid CF,Primera Division,ESP
Spain,5,MF,BUSQUETS Sergio,BUSQUETs,TRUE,FC Barcelona,Primera Division,ESP
Spain,6,MF,INIESTA Andres,INIESTA,TRUE,FC Barcelona,Primera Division,ESP
Spain,7,MF,SAUL,SAUL,FALSE,Atletico Madrid,Primera Division,ESP
Spain,8,MF,KOKE,KOKE,TRUE,Atletico Madrid,Primera Division,ESP
Spain,9,FW,RODRIGO,RODRIGO Moreno,TRUE,Valencia CF,Primera Division,ESP
Sweden,6,DF,AUGUSTINSSON Ludwig,AUGUSTINSSON,TRUE,SV Werder Bremen,Bundesliga,GER
Spain,11,FW,VAZQUEZ Lucas,LUCAS V.,TRUE,Real Madrid CF,Primera Division,ESP
Spain,12,DF,ODRIOZOLA Alvaro,ODRIOZOLA,FALSE,Real Sociedad,Primera Division,ESP
Spain,13,GK,ARRIZABALAGA Kepa,ARRIZABALAGA,FALSE,Athletic Bilbao,Primera Division,ESP
Spain,14,DF,AZPILICUETA Cesar,AZPILICUETA,FALSE,Chelsea FC,Premier League,ENG
Spain,15,DF,RAMOS Sergio,RAMOS,TRUE,Real Madrid CF,Primera Division,ESP
Spain,16,DF,MONREAL Nacho,MONREAL,FALSE,Arsenal FC,Premier League,ENG
Spain,17,FW,AS PAS lago,IAGO ASPAS,TRUE,Celta Vigo,Primera Division,ESP
Spain,18,DF,ALBA Jordi,JORDI ALBA,TRUE,FC Barcelona,Primera Division,ESP
Spain,19,FW,COSTA Diego,DIEGO COSTA,TRUE,Atletico Madrid,Primera Division,ESP
Spain,20,MF,ASENSIO Marco,ASENSIO,TRUE,Real Madrid CF,Primera Division,ESP
Spain,21,FW,SILVA David,SILVA,TRUE,Manchester City FC,Premier League,ENG
Spain,22,MF,ISCO,ISCO,TRUE,Real Madrid CF,Primera Division,ESP
Spain,23,GK,REINA Pepe,REINA,FALSE,SSC Napoli,Serie A,ITA
Sweden,1,GK,OLSEN Robin,OLSEN,TRUE,FC Kobenhavn,Danish Superliga,DEN
Sweden,2,DF,LUSTIG Mikael,LUSTIG,TRUE,Celtic FC,Premier League,SCO
Sweden,3,DF,LI NDELOF Victor,LINDELÖF,TRUE,Manchester United FC,Premier League,ENG
Sweden,4,DF,GRANQVIST Andreas,GRANQVIST,TRUE,FC Krasnodar,Premjer-Liga,RUS
Sweden,5,DF,OLSSON Martin,OLSSON,FALSE,Swansea City AFC,Premier League,WAL
Croatia,9,FW,KRAMARIC Andrej,KRAMARIC,TRUE,TSG 1899 Hoffenheim,Bundesliga,GER
Sweden,7,MF,LARSSON Sebastian,LARSSON,TRUE,Hull City FC,Championship,ENG
Switzerland,14,MF,ZUBER Steven,ZUBER,TRUE,TSG 1899 Hoffenheim,Bundesliga,GER
Sweden,9,FW,BERG Marcus,BERG,TRUE,Al Ain FC,Premier League,UAE
France,2,DF,PAVARD Benjamin,PAVARD,TRUE,VfB Stuttgart,Bundesliga,GER
Sweden,11,FW,GUIDETTI John,GUIDETTI,TRUE,Deportivo Alaves,Primera Division,ESP
Sweden,12,GK,JOHNSSON Karl-Johan,JOHNSSON,FALSE,EA Guingamp,Ligue 1,FRA
Sweden,13,MF,SVENSSON Gustav,G. SVENSSON,TRUE,Seattle Sounders FC,Major League Soccer,USA
Sweden,14,DF,HELANDER Filip,HELANDER,FALSE,Bologna FC,Serie A,ITA
Sweden,15,MF,HILJEMARK Oscar,HILJEMARK,TRUE,Genoa CFC,Serie A,ITA
Sweden,16,DF,KRAFTH Emil,KRAFTH,FALSE,Bologna FC,Serie A,ITA
Sweden,17,MF,CLAESSON Viktor,CLAESSON,TRUE,FC Krasnodar,Premjer-Liga,RUS
Sweden,18,DF,JANSSON Pontus,JANSSON,TRUE,Leeds United FC,Championship,ENG
Sweden,19,MF,ROHDEN Marcus,ROHDEN,FALSE,FC Crotone,Serie A,ITA
Sweden,20,FW,TOIVONEN Ola,TOIVONEN,TRUE,Toulouse FC,Ligue 1,FRA
Sweden,21,MF,DURMAZ Jimmy,DURMAZ,TRUE,Toulouse FC,Ligue 1,FRA
Sweden,22,FW,THELIN Isaac Kiese,KIESE THELIN,TRUE,KV Waasland-Beveren,First Division A,BEL
Sweden,23,GK,NORDFELDT Kristoffer,NORDFELDT,FALSE,Swansea City AFC,Premier League,WAL
Germany,23,FW,GOMEZ Mario,GOMEZ,TRUE,VfB Stuttgart,Bundesliga,GER
Switzerland,2,DF,LICHTSTEINER Stephan,LICHTSTEINER,TRUE,Juventus FC,Serie A,ITA
Switzerland,3,DF,MOUBANDJE Francois,MOUBANDJE,FALSE,Toulouse FC,Ligue 1,FRA
Switzerland,4,DF,ELVEDI Nico,ELVEDI,FALSE,VfL Borussia Monchengladbach,Bundesliga,GER
Belgium,16,MF,FIAZARD Thorgan,T. HAZARD,TRUE,VfL Borussia Monchengladbach,Bundesliga,GER
Switzerland,6,DF,LANG Michael,LANG,TRUE,FC Basel,Super League,SUI
Switzerland,1,GK,SOMMER Yann,SOMMER,TRUE,VfL Borussia Monchengladbach,Bundesliga,GER
Switzerland,8,MF,FREULER Remo,FREULER,FALSE,Atalanta Bergamo,Serie A,ITA
Switzerland,9,FW,SEFEROVIC Haris,SEFEROVIC,TRUE,SL Benfica,Primeira Liga,POR
Switzerland,10,MF,XHAKA Granit,XHAKA,TRUE,Arsenal FC,Premier League,ENG
Switzerland,11,MF,BEHRAMI Valon,BEHRAMI,TRUE,Udinese Calcio,Serie A,ITA
Switzerland,12,GK,MVOGO Yvon,MVOGO,FALSE,RB Leipzig,Bundesliga,GER
Switzerland,13,DF,RODRIGUEZ Ricardo,RODRIGUEZ,TRUE,AC Milan,Serie A,ITA
Switzerland,17,MF,ZAKARIA Denis,ZAKARIA,TRUE,VfL Borussia Monchengladbach,Bundesliga,GER
Switzerland,15,MF,DZEMAILI Blerim,DZEMAILI,TRUE,Bologna FC,Serie A,ITA
Switzerland,16,MF,FERNANDES Gelson,G. FERNANDES,FALSE,Eintracht Frankfurt,Bundesliga,GER
Switzerland,19,FW,DRMIC Josip,DRMIC,TRUE,VfL Borussia Monchengladbach,Bundesliga,GER
Switzerland,18,FW,GAVRANOVIC Mario,GAVRANOVIC,TRUE,GNK Dinamo Zagreb,1. HNL,CRO
Poland,16,MF,BLASZCZYKOWSKI Jakub,BLASZCZYKOWSKI,TRUE,VfL Wolfsburg,Bundesliga,GER
Switzerland,20,DF,DJOUROU Johan,DJOUROU,FALSE,Antalyaspor AS,Süper Lig,TUR
Switzerland,21,GK,BUERKI Roman,BURKI,FALSE,Borussia Dortmund,Bundesliga,GER
Switzerland,22,DF,SCHAER Fabian,SCHÄR,TRUE,Deportivo La Coruna,Primera Division,ESP
Switzerland,23,MF,SHAQIRI Xherdan,SHAQIRI,TRUE,Stoke City FC,Premier League,ENG
Tunisia,1,GK,BEN MUSTAPHA Farouk,BEN MUSTAPHA,TRUE,Al Shabab FC,Saudi Professional League,KSA
Tunisia,2,DF,BEN YOUSSEF Syam,S. BEN YOUSSEF,TRUE,Kasimpasa SK,Süper Lig,TUR
Tunisia,3,DF,BEN ALOUANE Yohan,BENALOUANE,TRUE,Leicester City FC,Premier League,ENG
Tunisia,4,DF,MERIAH Yassine,MERIAH,TRUE,CS Sfaxien,Ligue 1,TUN
Tunisia,5,DF,HADDADI Oussama,HADDADI,TRUE,Dijon FCO,Ligue 1,FRA
Tunisia,6,DF,BEDOUI Rami,BEDOUI,TRUE,litoile du Sahel,Ligue 1,TUN
Tunisia,7,FW,KFIAOUI Saifeddine,KHAOUI,TRUE,ES Troyes,Ligue 1,FRA
Tunisia,8,FW,BEN YOUSSEF Fakhreddine,F. BEN YOUSSEF,TRUE,Al-lttihad FC,Saudi Professional League,KSA
Tunisia,9,MF,BADRI An ice,BADRI,TRUE,ES Tunis,Ligue 1,TUN
Tunisia,10,FW,KHAZRI Wahbi,KHAZRI,TRUE,Stade Rennais FC,Ligue 1,FRA
Tunisia,11,DF,BRONN Dylan,BRONN,TRUE,KAA Gent,First Division A,BEL
Tunisia,12,DF,MAALOUL AN,MAALOUL,TRUE,Al Ahly SC,Premier League,EGY
Tunisia,13,MF,SASSI Ferjani,SASSI,TRUE,Al Nassr FC,Saudi Professional League,KSA
Tunisia,14,MF,BEN AMOR Mohamed,BEN AMOR,TRUE,Al Ahli SC,Saudi Professional League,KSA
Tunisia,15,FW,KHALIL Ahmed,KHALIL,TRUE,Club Africain,Ligue 1,TUN
Tunisia,16,GK,MATHLOUTHI Aymen,A. MATHLOUTHI,TRUE,Al Batin FC,Saudi Professional League,KSA
Tunisia,17,MF,SKHIRI Ellyes,SKHIRI,TRUE,Montpellier HSC,Ligue 1,FRA
Tunisia,18,FW,SRARFI Bassem,SRARFI,TRUE,OGC Nice,Ligue 1,FRA
Tunisia,19,FW,KHALIFA Saber,KHALIFA,TRUE,Club Africain,Ligue 1,TUN
Tunisia,20,FW,CHAALELI Ghaylen,CHAALELI,TRUE,ES Tunis,Ligue 1,TUN
Tunisia,21,DF,NAGUEZ Hamdi,NAGGUEZ,TRUE,Zamalek,Premier League,EGY
Tunisia,22,GK,HASSEN Mouez,HASSEN,TRUE,LB Chateauroux,Ligue 2,FRA
Tunisia,23,FW,SLITI Naim,SLITI,TRUE,Dijon FCO,Ligue 1,FRA
Uruguay,1,GK,MUSLERA Fernando,MUSLERA,TRUE,Galatasaray SK,Süper Lig,TUR
Uruguay,2,DF,GIMENEZ Jose,GIMENEZ,TRUE,Atletico Madrid,Primera Division,ESP
Uruguay,3,DF,GODIN Diego,GODIN,TRUE,Atletico Madrid,Primera Division,ESP
Uruguay,4,DF,VARELA Guillermo,VARELA,TRUE,CA Penarol,Primera Division,URU
Uruguay,5,MF,SANCHEZ Carlos,SANCHEZ,TRUE,CF Monterrey,Primera Division,MEX
Uruguay,6,MF,BENTANCUR Rodrigo,BENTANCUR,TRUE,Juventus FC,Serie A,ITA
Uruguay,7,MF,RODRIGUEZ Cristian,C. RODRIGUEZ,TRUE,CA Penarol,Primera Division,URU
Uruguay,8,MF,NANDEZ Nahitan,NANDEZ,TRUE,CA Boca Juniors,Primera Division,ARG
Uruguay,9,FW,SUAREZ Luis,SUAREZ,TRUE,FC Barcelona,Primera Division,ESP
Uruguay,10,FW,DE ARRASCAETA Giorgian,DE ARRASCAETA,TRUE,Cruzeiro EC,Serie A,BRA
Uruguay,11,FW,STUANI Cristhian,STUANI,FALSE,Girona FC,Primera Division,ESP
Uruguay,12,GK,CAMPANA Martin,CAMPANA,FALSE,CA Independiente,Primera Division,ARG
Uruguay,13,DF,SILVA Gaston,G. SILVA,FALSE,CA Independiente,Primera Division,ARG
Uruguay,14,MF,TORREIRA Lucas,TORREIRA,TRUE,UC Sampdoria,Serie A,ITA
Uruguay,15,MF,VECINO Matias,VECINO,TRUE,FC Internazionale,Serie A,ITA
Uruguay,16,DF,PEREIRA Maximiliano,M. PEREIRA,FALSE,FC Porto,Primeira Liga,POR
Uruguay,17,MF,LAXALT Diego,LAXALT,TRUE,Genoa CFC,Serie A,ITA
Uruguay,18,FW,GOMEZ Maximiliano,Maxi GOMEZ,TRUE,Celta Vigo,Primera Division,ESP
Uruguay,19,DF,COATES Sebastian,COATES,TRUE,Sporting CP,Primeira Liga,POR
Uruguay,20,FW,URRETAVISCAYA Jonathan,URRETAVISCAYA,FALSE,CF Monterrey,Primera Division,MEX
Uruguay,21,FW,CAVANI Edinson,CAVANI,TRUE,Paris Saint-Germain FC,Ligue 1,FRA
Uruguay,22,DF,CACERES Martin,CACERES,TRUE,SS Lazio,Serie A,ITA
Uruguay,23,GK,SILVA Martin,M. SILVA,FALSE,CR Vasco da Gama,Serie A,BRA
